Relative Pressure	Indoor Temperature	Indoor Humidity	Outdoor Temperature	Outdoor Humidity	Dewpoint	Windchill	Wind Speed	Wind Direction	Rain Total	Time	Date
[hPa]	[°C]	[%]	[°C]	[%]	[°C]	[°C]	[km/h]		[mm]
1014,8	30,4	48	32,4	46	19,3	32,4	5,4	NNE	13,4	12:23	20.07.2010
1014,6	31,4	40	34,4	35	16,7	34,4	3,6	NNW	13,4	15:23	20.07.2010
1013,5	31,8	35	34,4	31	14,8	34,4	3,2	NE	13,4	18:23	20.07.2010
1013,4	30,3	41	29,4	43	15,5	29,4	4,6	NE	13,4	21:23	20.07.2010
1014,6	30,0	42	26,9	47	14,6	26,9	0,0	WSW	13,4	00:23	21.07.2010
1014,4	29,9	39	26,5	44	13,2	26,5	0,0	WNW	13,4	03:23	21.07.2010
1013,7	28,6	41	24,4	49	13,0	24,4	0,0	WSW	13,4	06:23	21.07.2010
1014,4	28,4	44	27,1	49	15,5	27,1	0,0	E	13,4	09:23	21.07.2010
1015,0	30,4	43	33,5	40	18,0	33,5	2,5	ESE	13,4	12:23	21.07.2010
1015,0	31,0	46	31,9	44	18,1	31,8	7,2	SSE	13,4	15:23	21.07.2010
1013,9	31,8	42	35,6	36	18,2	35,6	3,2	ENE	13,4	18:23	21.07.2010
1014,0	31,2	46	28,4	84	25,4	28,4	0,0	SSE	13,4	21:23	21.07.2010
1014,2	30,2	49	27,3	74	22,2	27,3	0,0	NNE	13,4	00:23	22.07.2010
1013,1	29,4	48	25,5	62	17,7	25,5	0,0	W	13,4	03:23	22.07.2010
1012,6	28,5	47	24,5	60	16,2	24,5	0,0	WNW	13,4	06:23	22.07.2010
1013,1	29,4	45	28,6	51	17,5	28,6	5,4	NW	13,4	09:23	22.07.2010
1013,5	31,0	45	33,1	44	19,2	33,1	6,1	N	13,4	12:23	22.07.2010
1013,2	32,2	37	35,9	33	17,1	35,9	2,1	SE	13,4	15:23	22.07.2010
1012,1	32,2	36	34,8	33	16,1	34,8	5,7	WNW	13,4	18:23	22.07.2010
1012,5	31,4	37	30,9	37	14,5	30,9	3,9	NNE	13,4	21:23	22.07.2010
1012,7	31,2	35	30,1	36	13,4	29,2	21,2	N	13,4	00:23	23.07.2010
1012,3	31,2	39	29,3	43	15,4	29,0	7,9	NW	13,4	03:23	23.07.2010
1011,7	30,6	41	28,6	45	15,5	28,6	6,1	NNW	13,4	06:23	23.07.2010
1012,6	30,0	49	28,9	55	18,9	28,7	6,8	NE	13,4	09:23	23.07.2010
1013,6	31,2	49	33,3	47	20,4	33,3	3,9	N	13,4	12:23	23.07.2010
1012,6	32,9	43	35,5	39	19,4	35,5	10,4	NNE	13,4	15:23	23.07.2010
1012,5	33,2	37	36,1	33	17,3	36,1	7,9	SSE	13,4	18:23	23.07.2010
1012,3	32,4	37	31,9	36	15,0	31,9	2,5	N	13,4	21:23	23.07.2010
1012,9	31,7	35	30,2	37	13,9	30,2	3,9	SW	13,4	00:23	24.07.2010
1012,1	31,7	34	29,3	36	12,7	29,3	6,4	NNW	13,4	03:23	24.07.2010
1011,1	30,6	36	26,9	41	12,5	26,9	0,0	W	13,4	06:23	24.07.2010
1011,5	30,2	38	29,1	42	14,9	29,1	0,0	ESE	13,4	09:23	24.07.2010
1011,0	31,8	40	35,8	34	17,5	35,8	2,5	SSE	13,4	12:23	24.07.2010
1009,8	33,2	37	34,9	33	16,2	34,9	8,2	SE	13,4	15:23	24.07.2010
1008,2	33,8	40	35,4	36	18,0	35,4	2,5	SE	13,4	18:23	24.07.2010
1007,6	32,2	40	30,9	41	16,1	30,9	2,1	ESE	13,4	21:23	24.07.2010
1006,7	31,4	47	29,6	51	18,4	29,6	0,0	N	13,4	00:23	25.07.2010
1005,0	30,8	51	27,1	62	19,2	27,1	0,0	NNE	13,4	03:23	25.07.2010
1003,3	29,8	51	25,3	64	18,0	25,3	0,0	N	13,4	06:23	25.07.2010
1003,7	30,0	52	28,2	62	20,2	28,2	3,6	W	13,4	09:23	25.07.2010
1003,5	31,2	47	34,9	42	20,1	34,9	2,8	NE	13,4	12:23	25.07.2010
1003,2	32,1	44	35,2	37	18,3	35,2	5,0	ESE	13,4	15:23	25.07.2010
1003,2	32,3	48	35,3	42	20,4	35,3	3,2	ESE	13,4	18:23	25.07.2010
1003,3	32,0	50	30,6	54	20,2	30,6	0,0	S	13,4	21:23	25.07.2010
1004,4	30,5	56	28,2	65	21,0	28,2	1,8	NNE	13,4	00:23	26.07.2010
1004,2	30,2	54	26,6	65	19,5	26,6	0,0	NW	13,4	03:23	26.07.2010
1003,8	29,4	57	25,3	73	20,1	25,3	0,0	ENE	13,4	06:23	26.07.2010
1004,5	29,4	55	27,1	67	20,4	27,1	0,0	SSE	13,4	09:23	26.07.2010
1005,1	29,8	54	30,3	57	20,8	30,3	4,3	N	13,4	12:23	26.07.2010
1005,8	29,9	53	31,1	52	20,1	31,1	3,6	S	13,4	15:23	26.07.2010
1006,9	29,4	51	29,9	51	18,7	29,7	7,5	SE	13,4	18:23	26.07.2010
1008,5	29,0	53	26,6	60	18,2	26,6	0,0	NW	13,4	21:23	26.07.2010
1010,1	28,4	54	24,5	67	17,9	24,5	0,0	NE	13,4	00:23	27.07.2010
1010,8	27,6	53	23,1	68	16,8	23,1	0,0	NNE	13,4	03:23	27.07.2010
1011,1	27,0	57	22,9	74	18,0	22,9	0,0	N	13,4	06:23	27.07.2010
1012,6	26,9	58	24,6	69	18,5	24,6	0,0	SE	13,4	09:23	27.07.2010
1013,5	27,4	50	30,2	45	16,9	30,2	3,9	SW	13,4	12:23	27.07.2010
1013,7	28,1	45	32,9	32	14,0	32,9	5,0	W	13,4	15:23	27.07.2010
1013,8	28,8	48	29,6	47	17,1	29,3	8,2	SSE	13,4	18:23	27.07.2010
1013,9	28,8	56	26,4	65	19,3	26,4	2,8	SE	13,4	21:23	27.07.2010
1015,1	28,2	57	25,2	68	18,9	25,2	0,0	NNW	13,4	00:23	28.07.2010
1014,7	27,2	48	22,9	57	13,9	22,9	0,0	ENE	13,4	03:23	28.07.2010
1014,7	26,7	47	22,6	57	13,6	22,6	0,0	NW	13,4	06:23	28.07.2010
1015,4	26,3	48	24,3	54	14,4	24,3	0,0	SE	13,4	09:23	28.07.2010
1015,7	27,0	45	30,6	38	14,7	30,6	0,0	NE	13,4	12:23	28.07.2010
1014,9	27,5	42	31,4	34	13,6	30,9	18,0	W	13,4	15:23	28.07.2010
1014,2	27,9	41	30,5	33	12,4	30,5	0,0	ESE	13,4	18:23	28.07.2010
1014,7	28,2	46	27,5	48	15,5	27,5	3,9	NE	13,4	21:23	28.07.2010
1015,5	27,5	47	24,1	54	14,2	24,1	0,0	N	13,4	00:23	29.07.2010
1014,9	26,6	48	22,3	59	13,9	22,3	0,0	NNE	13,4	03:23	29.07.2010
1014,0	26,2	44	22,4	52	12,0	22,4	0,0	N	13,4	06:23	29.07.2010
1014,6	26,6	48	25,4	54	15,4	25,4	0,0	N	13,4	09:23	29.07.2010
1014,5	27,2	49	28,4	48	16,3	27,4	14,4	NNE	13,4	12:23	29.07.2010
1014,1	28,4	45	32,6	38	16,4	32,6	3,6	ENE	13,4	15:23	29.07.2010
1013,2	28,6	45	31,9	39	16,2	31,9	4,6	N	13,4	18:23	29.07.2010
1013,5	27,9	44	27,1	45	14,1	27,1	0,0	NNE	13,4	21:23	29.07.2010
1013,5	27,2	42	25,0	45	12,2	25,0	2,8	NNW	13,4	00:23	30.07.2010
1012,5	27,2	39	24,7	43	11,3	24,7	0,0	NW	13,4	03:23	30.07.2010
1011,6	26,3	47	24,1	54	14,2	23,1	9,3	N	13,4	06:23	30.07.2010
1012,4	26,4	48	25,6	53	15,3	24,8	9,3	NNE	13,4	09:23	30.07.2010
1012,8	28,0	41	30,4	38	14,5	30,1	8,2	NNW	13,4	12:23	30.07.2010
1012,9	29,2	40	33,1	34	15,1	33,1	2,5	W	13,4	15:23	30.07.2010
1012,7	29,1	41	32,3	35	14,9	32,2	10,0	SSE	13,4	18:23	30.07.2010
1012,9	28,2	46	26,8	51	15,8	26,8	2,1	ENE	13,4	21:23	30.07.2010
1013,5	27,6	46	25,0	52	14,4	25,0	5,0	NNE	13,4	00:23	31.07.2010
1013,5	27,4	44	24,8	51	14,0	23,8	10,0	WNW	13,4	03:23	31.07.2010
1013,2	27,3	48	24,6	57	15,5	24,6	1,8	NW	13,4	06:23	31.07.2010
1013,4	27,2	54	26,0	63	18,4	26,0	3,6	NNW	13,4	09:23	31.07.2010
1014,0	28,3	53	31,5	50	19,8	31,5	3,9	SE	13,4	12:23	31.07.2010
1013,8	29,0	54	34,1	45	20,5	34,1	0,0	WNW	13,4	15:23	31.07.2010
1013,3	29,5	53	33,3	46	20,1	33,3	9,0	E	13,4	18:23	31.07.2010
1013,8	29,4	54	28,8	56	19,1	28,8	0,0	NE	13,4	21:23	31.07.2010
1014,3	28,8	56	26,4	64	19,0	26,4	0,0	NNW	13,4	00:23	01.08.2010
1013,4	27,8	56	24,3	68	18,0	24,3	0,0	N	13,4	03:23	01.08.2010
1013,1	27,3	59	23,6	74	18,7	23,6	0,0	W	13,4	06:23	01.08.2010
1013,7	27,5	61	26,1	71	20,4	26,1	0,0	NNW	13,4	09:23	01.08.2010
1013,9	28,1	57	32,8	49	20,7	32,7	8,2	ESE	13,4	12:23	01.08.2010
1013,9	28,9	57	34,2	46	20,9	34,2	3,6	SW	13,4	15:23	01.08.2010
1013,6	29,6	55	35,3	41	20,0	35,3	2,8	ENE	13,4	18:23	01.08.2010
1014,0	29,7	55	29,9	55	19,9	29,9	0,0	E	13,4	21:23	01.08.2010
1014,8	27,9	57	27,5	63	19,8	27,5	0,0	WSW	13,4	00:23	02.08.2010
1014,6	27,4	62	25,3	72	19,9	25,3	0,0	NE	13,4	03:23	02.08.2010
1014,3	27,4	61	24,1	75	19,4	24,1	1,4	E	13,4	06:23	02.08.2010
1014,7	27,7	54	27,4	58	18,4	27,4	2,8	E	13,4	09:23	02.08.2010
1014,7	31,0	50	33,2	47	20,4	33,2	5,4	NNE	13,4	12:23	02.08.2010
1014,1	32,3	50	35,4	45	21,6	35,4	6,8	NW	13,4	15:23	02.08.2010
1013,2	32,0	50	34,7	44	20,6	34,7	4,3	NW	13,4	18:23	02.08.2010
1013,0	30,6	52	29,5	54	19,2	29,5	5,4	E	13,4	21:23	02.08.2010
1012,8	30,5	49	28,3	53	17,8	28,3	4,3	NNE	13,4	00:23	03.08.2010
1012,5	30,7	45	27,1	51	16,1	27,1	0,0	NNW	13,4	03:23	03.08.2010
1011,4	29,2	46	25,5	55	15,8	25,5	0,0	SE	13,4	06:23	03.08.2010
1011,4	29,9	48	28,8	53	18,3	28,8	0,0	NNE	13,4	09:23	03.08.2010
1010,9	31,6	51	33,5	50	21,6	33,5	8,2	NNE	13,4	12:23	03.08.2010
1009,6	32,6	47	37,1	40	21,2	37,1	5,4	NE	13,4	16:00	03.08.2010
1008,5	31,6	50	29,8	55	19,8	29,8	3,6	N	13,4	22:00	03.08.2010
1007,4	30,0	55	26,7	67	20,0	26,7	1,4	NE	13,4	04:00	04.08.2010
1006,9	29,5	55	29,4	59	20,5	29,4	0,0	SSW	13,4	10:00	04.08.2010
1006,2	31,2	50	34,8	39	18,8	34,8	6,1	SE	13,4	16:00	04.08.2010
1006,2	31,4	54	29,5	60	20,9	29,5	0,0	W	13,4	22:00	04.08.2010
1005,8	29,6	52	27,4	59	18,7	27,4	0,0	NNW	13,4	04:00	05.08.2010
1007,5	30,0	50	29,4	54	19,1	29,4	2,5	SSE	13,4	10:00	05.08.2010
1008,6	32,1	47	33,3	44	19,4	33,3	3,6	SE	13,4	16:00	05.08.2010
1009,3	32,0	53	29,6	60	21,0	29,6	0,0	NE	13,4	22:00	05.08.2010
1009,9	29,7	56	25,9	69	19,8	25,9	0,0	N	13,4	04:00	06.08.2010
1011,2	29,3	60	28,2	68	21,7	28,2	0,0	E	13,4	10:00	06.08.2010
1011,9	31,6	47	34,1	40	18,6	34,1	8,6	SE	13,4	16:00	06.08.2010
1012,8	30,2	55	27,2	66	20,3	27,2	0,0	W	13,4	22:00	06.08.2010
1013,5	28,9	57	24,2	73	19,0	24,2	0,0	NNE	13,4	04:00	07.08.2010
1014,8	28,4	61	26,6	72	21,1	26,6	0,0	E	13,4	10:00	07.08.2010
1014,3	30,3	56	32,3	52	21,2	32,3	6,1	SSE	13,4	16:00	07.08.2010
1014,3	29,6	60	27,2	69	21,0	27,2	0,0	SW	13,4	22:00	07.08.2010
1013,1	28,4	52	25,8	58	16,9	25,8	3,9	E	13,4	04:00	08.08.2010
1013,1	28,3	53	27,8	57	18,5	27,8	0,0	SE	13,4	10:00	08.08.2010
1012,7	31,5	49	33,6	44	19,7	33,6	3,2	SSW	13,4	16:00	08.08.2010
1012,6	31,2	56	28,9	64	21,4	28,9	3,6	W	13,4	22:00	08.08.2010
1012,2	29,0	59	24,9	74	19,9	24,9	0,0	NNW	13,4	04:00	09.08.2010
1012,7	29,3	55	29,6	58	20,4	29,6	1,8	NW	13,4	10:00	09.08.2010
1012,3	31,4	54	35,5	48	22,8	35,5	7,5	NNW	13,4	16:00	09.08.2010
1011,9	30,8	52	29,3	55	19,3	29,3	1,0	NNE	13,4	22:00	09.08.2010
1012,3	30,2	50	27,4	56	17,8	27,4	0,0	E	13,4	04:00	10.08.2010
1012,6	30,2	52	29,9	55	19,9	29,6	9,0	N	13,4	10:00	10.08.2010
1012,6	32,0	47	35,8	41	20,5	35,8	2,5	NW	13,4	16:00	10.08.2010
1012,5	30,7	46	29,8	47	17,3	29,8	5,7	ENE	13,4	22:00	10.08.2010
1012,7	30,0	46	26,5	53	16,1	26,5	0,0	NNW	13,4	04:00	11.08.2010
1012,6	30,0	53	29,3	59	20,4	29,0	7,9	NNW	13,4	10:00	11.08.2010
1012,8	32,4	50	35,7	46	22,3	35,7	0,0	ESE	13,4	16:00	11.08.2010
1013,3	31,2	47	29,9	48	17,7	29,9	0,0	NW	13,4	22:00	11.08.2010
1013,1	30,3	58	27,1	70	21,1	27,1	0,0	NE	13,4	04:00	12.08.2010
1013,5	29,3	57	28,7	64	21,2	28,7	0,0	E	13,4	10:00	12.08.2010
1013,5	33,1	45	38,4	36	20,7	38,4	5,0	NNE	13,4	16:00	12.08.2010
1013,7	32,5	50	31,4	51	20,0	31,4	0,0	NW	13,4	22:00	12.08.2010
1013,8	29,8	56	25,6	69	19,5	25,6	0,0	NNW	13,4	04:00	13.08.2010
1014,0	29,0	54	28,7	57	19,3	28,7	0,0	SE	13,4	10:00	13.08.2010
1014,3	33,9	41	39,3	34	20,5	39,3	6,8	NE	13,4	16:00	13.08.2010
1014,4	32,8	43	31,6	42	17,1	31,6	1,4	WSW	13,4	22:00	13.08.2010
1015,0	30,0	56	26,2	71	20,5	26,2	2,8	NNW	13,4	04:00	14.08.2010
1015,3	31,2	47	31,3	49	19,3	31,3	2,5	SW	13,4	10:00	14.08.2010
1016,3	34,4	42	38,4	36	20,7	38,4	2,8	NNE	13,4	16:00	14.08.2010
1015,9	33,2	39	31,7	39	16,0	31,7	0,0	NNW	13,4	22:00	14.08.2010
1015,9	32,4	40	30,9	42	16,5	30,9	0,0	N	13,4	04:00	15.08.2010
1015,6	31,4	45	31,4	47	18,7	31,3	6,8	S	13,4	10:00	15.08.2010
1016,0	34,3	34	37,9	29	16,8	37,9	6,4	NNE	13,4	16:00	15.08.2010
1015,3	33,3	34	32,6	34	14,7	32,6	4,6	SW	13,4	22:00	15.08.2010
1015,2	33,0	37	30,9	41	16,1	30,9	0,0	NW	13,4	04:00	16.08.2010
1015,4	32,4	42	32,4	43	18,2	32,2	21,6	NNE	13,4	10:00	16.08.2010
1015,3	34,6	33	37,9	29	16,8	37,9	5,0	SE	13,4	16:00	16.08.2010
1014,4	33,6	27	32,1	27	10,7	32,1	2,5	NW	13,4	22:00	16.08.2010
1014,1	32,3	31	28,3	35	11,4	28,3	0,0	N	13,4	04:00	17.08.2010
1014,3	31,3	37	30,6	38	14,7	30,6	0,0	ESE	13,4	10:00	17.08.2010
1012,6	35,0	33	37,4	28	15,8	37,4	11,5	S	13,4	16:00	17.08.2010
1010,6	33,1	36	31,2	38	15,2	31,2	0,0	NNW	13,4	22:00	17.08.2010
1009,4	32,2	34	28,4	39	13,1	28,4	0,0	WNW	13,4	04:00	18.08.2010
1010,5	30,7	40	30,3	44	16,7	30,3	2,1	N	13,4	10:00	18.08.2010
1010,8	34,0	41	38,1	36	20,4	38,1	7,5	SW	13,4	16:00	18.08.2010
1011,0	33,0	38	31,3	40	16,1	31,3	0,0	SW	13,4	22:00	18.08.2010
1011,9	30,0	40	26,4	48	14,5	26,4	0,0	NNE	13,4	04:00	19.08.2010
1013,0	31,1	41	31,1	44	17,4	31,1	5,7	N	13,4	10:00	19.08.2010
1013,9	33,9	35	38,5	29	17,3	38,5	5,0	NNE	13,4	16:00	19.08.2010
1014,4	32,6	37	30,5	42	16,1	30,5	0,0	NE	13,4	22:00	19.08.2010
1015,4	32,1	36	29,9	40	14,8	29,9	3,9	NE	13,4	04:00	20.08.2010
1016,4	31,4	38	31,1	41	16,3	31,1	1,4	N	13,4	10:00	20.08.2010
1017,4	34,1	34	37,4	30	16,9	37,4	7,5	SSE	13,4	16:00	20.08.2010
1018,2	32,1	38	30,9	41	16,1	30,9	5,4	N	13,4	22:00	20.08.2010
1018,6	31,0	45	28,8	53	18,3	27,7	17,6	NNE	13,4	04:00	21.08.2010
1019,7	29,9	41	29,5	45	16,3	29,0	10,4	NNW	13,4	10:00	21.08.2010
1019,4	31,1	38	33,9	35	16,3	33,9	10,8	NNE	13,4	16:00	21.08.2010
1018,2	30,6	41	27,9	47	15,5	27,9	3,2	NNW	13,4	22:00	21.08.2010
1017,1	29,8	38	25,5	44	12,3	24,7	9,3	NNW	13,4	04:00	22.08.2010
1016,5	28,6	40	26,1	49	14,5	26,1	5,7	NNE	13,4	10:00	22.08.2010
1015,0	29,9	40	31,4	38	15,4	31,2	7,9	N	13,4	16:00	22.08.2010
1014,8	29,3	40	26,7	46	14,1	26,4	6,8	ENE	13,4	22:00	22.08.2010
1013,7	28,4	41	24,5	49	13,1	24,5	4,6	NNE	13,4	04:00	23.08.2010
1012,6	27,3	48	25,4	57	16,2	25,4	5,4	NNE	13,4	10:00	23.08.2010
1013,0	29,6	46	32,0	44	18,2	31,9	7,2	NNE	13,4	16:00	23.08.2010
1013,4	28,9	42	26,6	48	14,7	26,6	4,6	NNE	13,4	22:00	23.08.2010
1012,8	28,5	45	25,1	56	15,7	25,1	5,0	WSW	13,4	04:00	24.08.2010
1014,6	27,9	48	26,7	56	17,2	26,7	0,0	NNE	13,4	10:00	24.08.2010
1013,8	29,6	46	33,3	41	18,3	33,3	2,8	N	13,4	16:00	24.08.2010
1013,6	28,6	46	26,7	51	15,7	26,7	0,0	S	13,4	22:00	24.08.2010
1013,7	27,0	48	22,2	61	14,3	22,2	0,0	NNW	13,4	04:00	25.08.2010
1014,1	27,5	44	27,4	49	15,7	27,4	0,0	N	13,4	10:00	25.08.2010
1013,9	31,3	38	35,9	32	16,6	35,9	3,2	N	13,4	16:00	25.08.2010
1013,7	30,1	38	28,9	40	13,9	28,9	1,8	NNW	13,4	22:00	25.08.2010
1014,2	29,7	35	26,4	39	11,3	26,4	1,0	NE	13,4	04:00	26.08.2010
1014,7	29,7	41	29,3	45	16,1	29,3	0,0	SW	13,4	10:00	26.08.2010
1014,7	32,2	41	36,0	36	18,6	36,0	7,5	SW	13,4	16:00	26.08.2010
1014,0	31,4	38	30,6	39	15,1	30,6	3,2	WSW	13,4	22:00	26.08.2010
1014,0	30,7	42	28,9	46	16,1	28,0	14,4	N	13,4	04:00	27.08.2010
1014,3	29,4	48	29,1	52	18,2	29,1	5,0	E	13,4	10:00	27.08.2010
1013,5	32,5	35	36,1	30	15,8	36,1	8,2	N	13,4	16:00	27.08.2010
1012,5	30,2	41	28,6	44	15,1	28,6	2,8	SSE	13,4	22:00	27.08.2010
1011,4	30,1	37	27,1	42	13,1	27,1	3,9	N	13,4	04:00	28.08.2010
1010,9	29,3	40	28,6	43	14,8	28,6	0,0	SE	13,4	10:00	28.08.2010
1010,3	31,8	38	33,5	35	15,9	33,5	5,0	SSE	13,4	16:00	28.08.2010
1009,1	30,4	45	27,6	51	16,5	27,6	1,8	W	13,4	22:00	28.08.2010
1008,0	29,2	47	24,4	61	16,4	24,4	0,0	NNE	13,4	04:00	29.08.2010
1008,1	28,7	52	28,3	56	18,7	28,3	0,0	ENE	13,4	10:00	29.08.2010
1008,8	31,5	50	33,9	45	20,3	33,9	10,0	SE	13,4	16:00	29.08.2010
1009,2	30,9	45	29,2	48	17,0	29,2	0,0	NNE	13,4	22:00	29.08.2010
1009,4	29,2	56	25,4	71	19,7	25,4	5,4	E	13,4	04:00	30.08.2010
1010,0	28,8	62	27,7	73	22,4	27,7	2,8	NE	13,4	10:00	30.08.2010
1009,3	30,6	56	32,9	54	22,3	32,9	3,9	E	13,4	16:00	30.08.2010
1008,6	30,4	59	27,5	70	21,5	27,5	0,0	ESE	13,4	22:00	30.08.2010
1007,2	28,8	61	25,2	76	20,6	25,2	0,0	NE	13,4	04:00	31.08.2010
1006,8	28,1	51	27,1	55	17,3	26,8	7,2	NNW	13,4	10:00	31.08.2010
1005,7	29,8	50	30,9	49	18,9	30,6	10,0	SSE	13,4	16:00	31.08.2010
1005,3	29,6	57	26,9	69	20,7	26,9	0,0	NW	13,4	22:00	31.08.2010
1005,2	28,3	46	24,8	54	14,8	24,8	0,0	W	13,4	04:00	01.09.2010
1007,5	27,2	46	25,6	52	15,0	25,6	0,0	ENE	13,4	10:00	01.09.2010
1010,0	28,0	37	31,5	32	12,8	31,5	2,1	NNE	13,4	16:00	01.09.2010
1013,1	27,6	37	25,5	38	10,1	25,5	0,0	N	13,4	22:00	01.09.2010
1015,0	25,6	40	20,4	50	9,6	20,4	0,0	N	13,4	04:00	02.09.2010
1016,8	25,7	41	23,7	47	11,7	23,7	0,0	N	13,4	10:00	02.09.2010
1018,3	27,8	40	29,6	36	12,9	29,6	0,0	NE	13,4	16:00	02.09.2010
1019,4	27,0	43	24,9	47	12,8	24,9	0,0	NNW	13,4	22:00	02.09.2010
1019,5	25,4	48	21,0	61	13,2	21,0	0,0	N	13,4	04:00	03.09.2010
1019,8	25,4	53	24,1	63	16,6	24,1	0,0	NE	13,4	10:00	03.09.2010
1019,3	27,5	38	32,2	31	12,9	32,2	6,1	NE	13,4	16:00	03.09.2010
1018,9	26,5	40	24,4	44	11,3	24,4	4,6	NW	13,4	22:00	03.09.2010
1017,1	25,4	44	21,3	55	11,9	21,3	0,0	SE	13,4	04:00	04.09.2010
1016,4	25,6	46	24,5	54	14,6	24,5	3,9	NW	13,4	10:00	04.09.2010
1015,7	28,0	41	30,3	36	13,6	30,3	5,4	SSW	13,4	16:00	04.09.2010
1015,3	28,0	50	25,8	57	16,6	25,8	0,0	E	13,4	22:00	04.09.2010
1015,2	26,4	53	23,2	66	16,5	23,2	0,0	SSE	13,4	04:00	05.09.2010
1015,6	26,3	54	24,9	64	17,6	24,9	2,8	WNW	13,4	10:00	05.09.2010
1015,8	28,6	52	32,6	46	19,5	32,6	5,0	NNW	13,4	16:00	05.09.2010
1015,7	26,5	56	24,1	66	17,3	24,1	3,9	N	13,4	22:00	05.09.2010
1014,9	27,0	53	23,6	64	16,4	23,6	6,1	ESE	13,4	04:00	06.09.2010
1015,3	26,5	54	24,8	62	17,0	24,8	2,1	SSW	13,4	10:00	06.09.2010
1015,2	27,5	48	30,8	43	16,8	30,8	2,5	ESE	13,4	16:00	06.09.2010
1015,7	26,1	50	23,9	56	14,6	23,9	6,1	E	13,4	22:00	06.09.2010
1015,5	25,7	48	22,5	58	13,8	22,5	4,3	N	13,4	04:00	07.09.2010
1017,1	25,6	53	24,5	61	16,5	24,5	2,8	N	13,4	10:00	07.09.2010
1017,3	27,2	49	32,6	40	17,2	32,6	0,0	ENE	13,4	16:00	07.09.2010
1017,6	26,8	48	25,1	51	14,2	25,1	0,0	NNE	13,4	22:00	07.09.2010
1017,7	25,2	45	20,5	55	11,1	20,5	0,0	N	13,4	04:00	08.09.2010
1017,8	25,1	46	25,1	52	14,5	25,1	0,0	NE	13,4	10:00	08.09.2010
1017,6	28,4	37	35,2	26	12,8	35,2	0,0	W	13,4	16:00	08.09.2010
1017,5	27,7	44	25,8	51	14,9	25,8	0,0	S	13,4	22:00	08.09.2010
1016,7	26,1	50	22,2	61	14,3	22,2	0,0	NNW	13,4	04:00	09.09.2010
1016,7	25,0	48	24,4	55	14,8	24,4	0,0	WNW	13,4	10:00	09.09.2010
1016,6	28,4	36	35,9	26	13,4	35,9	5,7	N	13,4	16:00	09.09.2010
1015,5	27,7	41	25,9	43	12,3	25,9	0,0	SE	13,4	22:00	09.09.2010
1014,6	26,0	41	21,9	48	10,4	21,9	0,0	S	13,4	04:00	10.09.2010
1013,0	26,2	49	25,5	56	16,1	25,5	3,6	ENE	13,4	10:00	10.09.2010
1012,6	28,2	53	33,5	45	19,9	33,5	4,3	S	13,4	16:00	10.09.2010
1011,7	27,6	53	25,1	61	17,0	25,1	3,9	SSE	13,4	22:00	10.09.2010
1011,2	27,1	52	23,4	67	16,9	23,4	3,6	SSE	13,4	04:00	11.09.2010
1011,4	26,3	56	23,6	69	17,6	23,6	3,2	NW	13,4	10:00	11.09.2010
1010,7	27,0	54	30,9	46	17,9	30,9	2,8	E	13,4	16:00	11.09.2010
1012,7	26,2	56	20,6	78	16,6	20,6	0,0	WNW	14,5	22:00	11.09.2010
1012,1	25,6	56	20,5	78	16,5	20,5	0,0	W	14,5	04:00	12.09.2010
1013,1	24,8	56	21,7	75	17,1	21,7	0,0	NNW	14,5	10:00	12.09.2010
1014,3	25,0	55	27,6	52	16,8	27,6	6,4	WSW	14,5	16:00	12.09.2010
1015,4	25,0	57	21,3	71	15,8	21,3	3,2	S	14,5	22:00	12.09.2010
1017,4	24,4	56	20,9	69	15,0	20,9	0,0	W	14,5	04:00	13.09.2010
1017,7	24,0	56	21,9	69	15,9	21,9	3,6	SSE	14,5	10:00	13.09.2010
1017,6	25,0	57	25,8	55	16,1	25,8	0,0	NW	14,5	16:00	13.09.2010
1017,9	25,1	54	22,6	61	14,7	22,6	0,0	NW	14,5	22:00	13.09.2010
1017,5	24,9	53	21,1	65	14,2	21,1	0,0	SSW	14,5	04:00	14.09.2010
1018,5	24,4	54	22,7	64	15,5	22,7	2,8	N	14,5	10:00	14.09.2010
1017,8	25,5	46	32,2	32	13,4	32,2	5,4	S	14,5	16:00	14.09.2010
1018,3	25,5	45	23,8	46	11,5	23,3	7,2	WNW	14,5	22:00	14.09.2010
1017,4	25,3	41	22,7	44	9,8	22,7	0,0	ESE	14,5	04:00	15.09.2010
1017,8	25,1	46	24,1	51	13,3	24,1	2,5	N	14,5	10:00	15.09.2010
1017,5	26,5	45	31,8	35	14,4	31,8	2,5	ESE	14,5	16:00	15.09.2010
1017,1	26,4	43	24,2	45	11,5	24,2	1,4	SW	14,5	22:00	15.09.2010
1016,7	25,5	43	20,4	51	9,9	20,4	2,1	WNW	14,5	04:00	16.09.2010
1016,2	25,0	43	24,6	45	11,9	24,6	4,6	SSE	14,5	10:00	16.09.2010
1015,6	26,4	38	33,6	24	10,2	33,6	1,4	NW	14,5	16:00	16.09.2010
1016,1	26,4	41	24,4	42	10,6	24,4	0,0	W	14,5	22:00	16.09.2010
1016,1	25,5	43	20,1	56	11,0	20,1	2,5	WNW	14,5	04:00	17.09.2010
1017,3	25,0	49	23,6	60	15,4	23,6	0,0	SE	14,5	10:00	17.09.2010
1017,3	27,2	45	32,4	36	15,4	32,4	0,0	SSE	14,5	16:00	17.09.2010
