Relative Pressure	Indoor Temperature	Indoor Humidity	Outdoor Temperature	Outdoor Humidity	Dewpoint	Windchill	Wind Speed	Wind Direction	Rain Total	Time	Date
[hPa]	[°C]	[%]	[°C]	[%]	[°C]	[°C]	[km/h]		[mm]
1019,3	14,5	64	15,5	69	9,8	15,5	5,4	NW	4,1	09:24	12.03.2010
1019,2	15,0	63	16,5	61	8,9	16,5	0,0	W	4,1	10:24	12.03.2010
1019,6	15,2	61	16,8	58	8,5	16,8	0,0	W	4,1	11:00	12.03.2010
1019,4	15,3	60	17,0	53	7,3	17,0	2,5	SW	4,1	11:30	12.03.2010
1019,1	15,4	59	17,0	53	7,3	17,0	0,0	NW	4,1	12:00	12.03.2010
1019,0	15,4	59	16,8	54	7,4	16,8	5,7	E	4,1	12:30	12.03.2010
1018,6	15,4	59	17,2	52	7,2	17,2	2,8	S	4,1	13:00	12.03.2010
1018,6	15,5	58	17,1	51	6,9	17,1	0,0	SW	4,1	13:30	12.03.2010
1018,2	15,2	59	16,9	52	7,0	16,9	0,0	N	4,1	14:00	12.03.2010
1017,7	16,0	59	18,3	50	7,7	18,3	2,1	NNW	4,1	15:07	12.03.2010
1017,6	15,4	61	17,8	47	6,3	17,8	2,1	ENE	4,1	17:07	12.03.2010
1018,3	15,5	62	13,4	52	3,7	13,4	1,4	SSW	4,1	19:07	12.03.2010
1019,2	15,4	62	12,1	58	4,1	12,1	0,0	SSE	4,1	21:07	12.03.2010
1019,1	15,2	62	9,4	64	2,9	9,4	0,0	NNE	4,1	23:07	12.03.2010
1019,3	14,8	62	9,9	64	3,4	9,9	2,1	ENE	4,1	01:07	13.03.2010
1018,3	14,6	62	---	---	---	---	---	---	4,1	03:07	13.03.2010
1019,1	14,4	63	---	---	---	---	---	---	4,1	05:07	13.03.2010
1018,8	14,2	63	---	---	---	---	---	---	4,1	07:07	13.03.2010
1019,8	14,1	63	---	---	---	---	---	---	4,1	09:07	13.03.2010
1019,8	14,4	63	---	---	---	---	---	---	4,1	11:07	13.03.2010
1018,6	14,8	63	---	---	---	---	---	---	4,1	13:07	13.03.2010
1017,3	15,2	64	18,3	48	7,1	18,3	0,0	E	4,1	15:07	13.03.2010
1016,5	15,6	63	15,6	54	6,3	15,6	0,0	N	4,1	17:07	13.03.2010
1017,0	15,7	63	12,9	70	7,5	12,9	0,0	NNW	4,6	19:07	13.03.2010
1017,2	15,6	63	12,0	76	7,9	12,0	0,0	NNW	4,6	21:07	13.03.2010
1016,7	15,4	63	11,7	78	8,0	11,7	0,0	N	4,6	23:07	13.03.2010
1015,9	15,4	63	11,1	81	7,9	11,1	1,4	NE	5,1	01:07	14.03.2010
1015,5	15,2	63	10,3	85	7,9	10,3	1,0	NNE	6,2	03:07	14.03.2010
1015,6	15,1	64	9,4	86	7,1	9,4	5,4	NE	6,2	05:07	14.03.2010
1015,1	14,9	63	9,1	82	6,2	7,6	7,5	NNE	6,2	07:07	14.03.2010
1015,6	14,7	63	---	---	---	---	---	---	6,2	09:07	14.03.2010
1016,2	14,5	63	---	---	---	---	---	---	6,2	11:07	14.03.2010
1015,7	14,2	63	---	---	---	---	---	---	6,2	13:07	14.03.2010
1014,7	14,3	63	---	---	---	---	---	---	6,2	15:07	14.03.2010
1014,7	14,2	62	---	---	---	---	---	---	6,2	17:07	14.03.2010
1014,9	14,0	62	---	---	---	---	---	---	6,2	19:07	14.03.2010
1015,3	13,8	61	---	---	---	---	---	---	6,2	21:07	14.03.2010
1015,5	13,6	61	---	---	---	---	---	---	6,2	23:07	14.03.2010
1034,8	14,4	63	6,3	77	2,5	6,3	0,0	N	6,7	09:08	19.03.2010
1035,5	14,6	64	14,5	71	9,3	14,5	0,0	S	6,7	11:08	19.03.2010
1036,0	14,4	61	---	---	---	---	---	---	6,7	13:08	19.03.2010
1035,0	15,1	56	21,5	37	6,2	21,5	1,4	N	6,7	15:08	19.03.2010
1034,5	15,6	58	23,4	35	7,0	23,4	0,0	ENE	6,7	17:08	19.03.2010
1034,0	16,0	56	19,8	39	5,4	19,8	0,0	WNW	6,7	19:08	19.03.2010
1034,8	15,8	58	14,1	51	4,1	14,1	0,0	N	6,7	21:08	19.03.2010
1034,9	16,7	59	11,2	59	3,4	11,2	0,0	WSW	6,7	23:08	19.03.2010
1035,0	16,4	59	9,2	66	3,1	9,2	1,4	NNW	6,7	01:08	20.03.2010
1034,8	15,9	60	7,8	69	2,4	7,8	2,5	NNW	6,7	03:08	20.03.2010
1033,6	15,4	61	7,5	74	3,1	7,5	0,0	NNW	6,7	05:08	20.03.2010
1033,4	15,1	62	7,2	75	3,0	7,2	1,4	NNW	6,7	07:08	20.03.2010
1033,7	14,9	62	6,9	77	3,1	6,9	0,0	NNE	6,7	09:08	20.03.2010
1034,5	14,6	63	14,6	65	8,1	5,4	92,1	NE	6,7	11:08	20.03.2010
1034,2	14,6	62	16,6	58	8,3	16,6	2,1	S	6,7	13:08	20.03.2010
1033,5	15,2	64	17,8	57	9,1	17,8	2,8	SSE	6,7	15:08	20.03.2010
1032,0	15,5	64	18,9	48	7,6	18,9	3,6	ESE	6,7	17:08	20.03.2010
1031,4	15,7	63	17,5	50	6,9	17,5	2,5	SSW	6,7	19:08	20.03.2010
1031,7	15,7	63	13,8	64	7,1	13,8	0,0	NNE	6,7	21:08	20.03.2010
1031,8	15,4	63	10,7	69	5,2	10,7	0,0	NW	6,7	23:08	20.03.2010
1031,6	15,0	63	10,6	71	5,5	10,6	1,4	NE	6,7	01:08	21.03.2010
1031,0	14,7	63	9,4	76	5,3	9,4	0,0	NNW	6,7	03:08	21.03.2010
1030,0	14,4	63	8,7	77	4,9	8,7	0,0	NNW	6,7	05:08	21.03.2010
1029,9	14,0	63	---	---	---	---	---	---	6,7	07:08	21.03.2010
1030,3	13,8	63	---	---	---	---	---	---	6,7	09:08	21.03.2010
1031,0	13,6	64	---	---	---	---	---	---	6,7	11:08	21.03.2010
1030,6	13,6	64	---	---	---	---	---	---	6,7	13:08	21.03.2010
1030,2	14,2	64	---	---	---	---	---	---	6,7	15:08	21.03.2010
1028,9	14,8	64	19,8	48	8,4	19,8	3,9	SE	6,7	17:08	21.03.2010
1028,4	15,2	65	17,3	61	9,7	17,3	2,1	SSE	6,7	19:08	21.03.2010
1028,6	15,4	65	14,4	71	9,2	14,4	1,0	WSW	6,7	21:08	21.03.2010
1029,0	15,2	65	12,1	72	7,2	12,1	0,0	NNW	6,7	23:08	21.03.2010
1028,0	14,9	64	10,8	75	6,5	10,8	3,6	NNW	6,7	01:08	22.03.2010
1027,3	14,6	64	10,5	79	7,0	10,5	0,0	N	6,7	03:08	22.03.2010
1026,1	14,4	64	11,3	79	7,8	11,3	0,0	SSE	6,7	05:08	22.03.2010
1025,4	14,2	65	11,4	40	-1,7	11,4	0,0	S	6,7	07:08	22.03.2010
1025,6	14,0	65	---	---	---	---	---	---	6,7	09:08	22.03.2010
1026,2	13,9	65	---	---	---	---	---	---	6,7	11:08	22.03.2010
1025,9	14,0	66	---	---	---	---	---	---	6,7	13:08	22.03.2010
1025,0	14,7	66	22,8	51	12,1	20,7	14,4	WNW	6,7	15:08	22.03.2010
1023,9	15,4	67	21,8	54	12,1	21,8	3,6	SSE	6,7	17:08	22.03.2010
1023,3	16,0	67	19,3	62	11,8	19,3	0,0	WNW	6,7	19:08	22.03.2010
1023,3	16,1	67	15,9	70	10,4	15,9	0,0	NNW	6,7	21:08	22.03.2010
1023,5	16,0	66	13,3	73	8,5	13,3	0,0	NE	6,7	23:08	22.03.2010
1023,3	15,7	66	12,4	77	8,4	12,4	0,0	NNE	6,7	01:08	23.03.2010
1022,0	15,5	66	11,9	78	8,2	11,9	0,0	NNE	6,7	03:08	23.03.2010
1021,1	15,2	66	11,6	80	8,2	11,6	0,0	NNE	6,7	05:08	23.03.2010
1020,6	15,0	66	11,6	80	8,2	11,6	0,0	N	6,7	07:08	23.03.2010
1020,9	14,8	66	11,3	81	8,1	11,3	0,0	N	6,7	09:08	23.03.2010
1021,2	14,6	67	17,8	73	12,9	17,8	1,4	NNE	6,7	11:08	23.03.2010
1020,9	16,0	72	21,8	62	14,2	21,8	3,6	SW	6,7	13:08	23.03.2010
1019,7	17,1	68	24,4	48	12,7	24,4	0,0	SW	6,7	15:08	23.03.2010
1018,1	18,3	65	24,3	44	11,2	24,3	5,0	NE	6,7	17:08	23.03.2010
1017,7	18,1	65	19,6	59	11,3	19,6	1,0	WNW	6,7	19:08	23.03.2010
1017,9	17,8	65	16,1	65	9,5	16,1	0,0	N	6,7	21:08	23.03.2010
1017,9	17,7	66	15,1	68	9,2	15,1	0,0	ENE	6,7	23:08	23.03.2010
1017,7	17,6	66	15,3	66	9,0	15,3	2,5	NW	6,7	01:08	24.03.2010
1017,2	17,4	66	15,3	64	8,5	12,3	12,2	NW	6,7	03:08	24.03.2010
1016,6	17,2	66	13,6	68	7,8	13,6	0,0	NNE	6,7	05:08	24.03.2010
1016,4	16,9	66	13,3	73	8,5	13,3	0,0	N	6,7	07:08	24.03.2010
1017,0	16,8	67	13,4	77	9,4	13,4	0,0	ENE	6,7	09:08	24.03.2010
1017,5	16,5	67	16,4	69	10,7	16,4	0,0	SSW	6,7	11:08	24.03.2010
1017,6	16,5	67	19,8	63	12,5	19,8	3,6	N	6,7	13:08	24.03.2010
1017,4	16,8	67	22,1	54	12,3	22,1	0,0	SE	6,7	15:08	24.03.2010
1017,0	17,2	68	18,0	63	10,8	18,0	1,4	W	6,7	17:08	24.03.2010
1017,4	17,3	68	16,1	67	9,9	16,1	1,4	N	6,7	19:08	24.03.2010
1018,3	17,2	67	14,8	74	10,2	14,8	0,0	NE	6,7	21:08	24.03.2010
1019,3	17,0	67	13,9	76	9,7	13,9	0,0	NNW	6,7	23:08	24.03.2010
1019,8	16,8	67	13,3	78	9,5	13,3	0,0	NE	6,7	01:08	25.03.2010
1020,0	16,5	67	12,8	79	9,2	12,8	0,0	WSW	6,7	03:08	25.03.2010
1019,8	16,3	67	12,9	77	8,9	12,9	0,0	NNW	6,7	05:08	25.03.2010
1020,1	16,1	67	12,9	75	8,5	12,9	0,0	SE	6,7	07:08	25.03.2010
1021,0	15,9	67	12,9	75	8,5	12,1	6,8	NW	6,7	09:08	25.03.2010
1022,2	15,8	67	17,6	62	10,2	17,6	0,0	SW	6,7	11:08	25.03.2010
1022,6	15,9	67	20,1	53	10,2	20,1	0,0	S	6,7	13:08	25.03.2010
1022,2	16,3	67	21,4	51	10,8	20,8	7,2	NW	6,7	15:08	25.03.2010
1021,6	16,8	67	21,8	48	10,3	21,3	6,8	NW	6,7	17:08	25.03.2010
1022,2	17,0	67	19,5	50	8,8	19,5	3,2	NE	6,7	19:08	25.03.2010
1023,4	17,0	66	15,1	55	6,1	15,1	2,5	ESE	6,7	21:08	25.03.2010
1024,0	16,8	65	14,8	52	5,0	14,8	3,2	E	6,7	23:08	25.03.2010
1023,7	16,4	64	14,3	54	5,1	14,3	5,0	ENE	6,7	01:08	26.03.2010
1024,0	16,2	63	14,2	56	5,5	13,4	6,8	N	6,7	03:08	26.03.2010
1023,9	16,0	63	14,1	54	4,9	12,6	8,2	W	6,7	05:08	26.03.2010
1023,6	15,9	62	14,4	52	4,6	12,0	10,4	N	6,7	07:08	26.03.2010
1025,1	15,7	62	13,9	55	5,0	13,9	5,4	N	6,7	09:08	26.03.2010
1025,9	15,6	61	16,9	50	6,4	13,6	14,4	N	6,7	11:08	26.03.2010
1025,3	15,8	62	19,8	39	5,4	19,8	5,0	NNE	6,7	13:08	26.03.2010
1024,2	16,0	61	21,5	37	6,2	21,5	2,8	NNW	6,7	15:08	26.03.2010
1023,7	16,7	58	21,3	37	6,0	21,3	0,0	ENE	6,7	17:08	26.03.2010
1023,0	17,1	57	19,3	43	6,4	19,3	3,9	NNE	6,7	19:08	26.03.2010
1023,2	17,0	59	14,2	58	6,0	14,2	5,7	ESE	6,7	21:08	26.03.2010
1023,5	18,0	59	13,6	56	5,0	13,6	1,4	ESE	6,7	23:08	26.03.2010
1023,3	18,5	58	14,1	31	-2,7	14,1	6,1	WNW	6,7	01:08	27.03.2010
1022,2	18,6	58	12,6	37	-1,6	12,6	5,7	ESE	6,7	03:08	27.03.2010
1021,6	17,8	57	12,9	36	-1,7	12,9	6,1	NNW	6,7	05:08	27.03.2010
1021,3	17,3	58	13,6	37	-0,8	13,6	5,4	E	6,7	07:08	27.03.2010
1021,7	17,0	59	12,7	45	1,0	12,7	0,0	NNW	6,7	09:08	27.03.2010
1021,4	16,7	58	17,6	46	5,8	17,6	1,8	ENE	6,7	11:08	27.03.2010
1020,9	17,3	52	21,1	34	4,6	21,1	5,4	SE	6,7	13:08	27.03.2010
1019,1	17,9	53	20,8	41	7,0	20,8	6,4	SSE	6,7	15:08	27.03.2010
1017,2	18,4	55	19,8	47	8,1	19,8	4,3	S	6,7	17:08	27.03.2010
1016,0	18,4	57	18,6	51	8,2	18,6	3,6	SSE	6,7	19:08	27.03.2010
1015,2	18,2	58	15,6	64	8,8	15,6	0,0	WNW	6,7	21:08	27.03.2010
1014,7	17,9	58	14,6	68	8,7	14,6	2,5	NNW	6,7	23:08	27.03.2010
1013,3	17,6	59	13,4	67	7,4	13,4	0,0	N	6,7	01:08	28.03.2010
1011,4	17,3	59	12,6	73	7,9	12,6	0,0	NW	6,7	02:08	28.03.2010
1009,7	17,0	60	12,7	81	9,5	12,7	0,0	N	6,7	05:08	28.03.2010
1009,2	16,8	60	11,6	81	8,4	11,6	2,1	NNW	6,7	07:08	28.03.2010
1009,3	16,5	61	13,5	80	10,1	13,5	0,0	NNE	6,7	09:08	28.03.2010
1009,5	16,4	61	18,5	44	6,0	17,2	8,6	E	6,7	11:08	28.03.2010
1010,2	16,4	60	19,9	42	6,6	18,6	9,0	ESE	6,7	13:08	28.03.2010
1009,8	16,8	60	21,9	35	5,7	20,9	8,6	SSE	6,7	15:08	28.03.2010
1009,8	17,5	59	23,8	30	5,2	23,8	2,1	SE	6,7	17:08	28.03.2010
1010,7	17,9	59	21,3	35	5,2	18,7	15,4	WNW	6,7	19:08	28.03.2010
1011,9	17,8	59	15,8	49	5,1	12,9	12,2	NW	6,7	21:08	28.03.2010
1013,2	17,6	60	15,1	55	6,1	15,1	6,4	W	6,7	23:08	28.03.2010
1014,5	17,3	59	14,7	55	5,7	14,7	0,0	WNW	6,7	01:08	29.03.2010
1015,1	17,1	60	13,6	60	5,9	13,6	5,0	NW	6,7	03:08	29.03.2010
1015,4	16,9	60	13,1	65	6,6	13,1	0,0	ENE	6,7	05:08	29.03.2010
1015,9	16,6	60	12,6	67	6,6	12,6	0,0	E	6,7	07:08	29.03.2010
1017,2	16,4	60	13,4	64	6,7	13,4	0,0	ESE	6,7	09:08	29.03.2010
1018,6	16,3	61	17,9	54	8,4	17,9	3,2	ESE	6,7	11:08	29.03.2010
1019,0	16,4	61	20,2	47	8,5	20,2	0,0	WSW	6,7	13:08	29.03.2010
1018,7	17,0	57	21,3	39	6,8	20,3	8,2	W	6,7	15:08	29.03.2010
1018,3	17,5	58	23,1	29	4,1	23,1	2,5	W	6,7	17:08	29.03.2010
1019,1	18,0	58	20,2	42	6,9	20,2	5,0	SE	6,7	19:08	29.03.2010
1020,6	18,0	59	16,2	57	7,6	16,2	0,0	NNW	6,7	21:08	29.03.2010
1021,5	17,6	59	13,9	65	7,4	13,9	0,0	NNW	6,7	23:08	29.03.2010
1021,9	17,3	59	12,3	68	6,5	12,3	0,0	NE	6,7	01:08	30.03.2010
1022,2	17,0	60	11,6	73	6,9	11,6	1,0	NNE	6,7	03:08	30.03.2010
1021,6	16,7	60	10,8	74	6,3	10,8	0,0	NNE	6,7	05:08	30.03.2010
1021,5	16,4	60	10,1	76	6,0	10,1	1,4	NNE	6,7	07:08	30.03.2010
1022,3	16,1	60	10,8	79	7,3	10,8	0,0	NNE	6,7	09:08	30.03.2010
1022,6	16,1	61	17,6	60	9,7	17,6	0,0	E	6,7	11:08	30.03.2010
1022,9	17,0	58	20,1	48	8,7	20,1	2,8	S	6,7	13:08	30.03.2010
1021,5	17,9	62	20,9	55	11,5	20,9	4,6	ESE	6,7	15:08	30.03.2010
1020,3	18,3	62	20,2	53	10,3	17,3	15,4	S	6,7	17:08	30.03.2010
1019,9	18,2	61	19,1	53	9,3	17,4	10,0	SE	6,7	19:08	30.03.2010
1019,7	18,1	61	15,8	60	8,0	15,8	0,0	WSW	6,7	21:08	30.03.2010
1020,1	17,8	61	13,9	66	7,6	13,9	0,0	NNE	6,7	23:08	30.03.2010
1019,8	17,4	61	13,3	69	7,7	13,3	0,0	N	6,7	01:08	31.03.2010
1019,1	17,1	61	12,8	74	8,2	12,8	0,0	NNE	6,7	03:08	31.03.2010
1018,5	16,9	62	14,6	81	11,3	14,6	0,0	S	6,7	05:08	31.03.2010
1018,0	16,8	62	13,9	78	10,1	13,9	0,0	E	6,7	07:08	31.03.2010
1018,3	16,6	63	15,0	80	11,5	15,0	3,9	S	6,7	09:08	31.03.2010
1017,0	16,6	63	17,3	69	11,5	15,4	10,0	SE	6,7	11:08	31.03.2010
1016,0	16,7	63	20,3	47	8,6	18,2	11,8	SSE	6,7	13:08	31.03.2010
1014,8	17,2	63	20,9	54	11,2	20,9	2,5	SE	6,7	15:08	31.03.2010
1012,5	17,6	63	22,4	48	10,8	19,7	17,2	SSE	6,7	17:08	31.03.2010
1011,8	18,0	64	19,9	65	13,1	19,9	4,6	SSW	6,7	19:08	31.03.2010
1013,0	18,0	64	17,8	72	12,7	17,8	3,2	S	6,7	21:08	31.03.2010
1013,9	17,9	64	15,9	75	11,4	15,9	0,0	NNW	6,7	23:08	31.03.2010
1015,0	17,7	64	14,3	77	10,3	14,3	0,0	NE	6,7	01:08	01.04.2010
1015,5	17,5	64	13,3	79	9,7	13,3	2,1	ENE	6,7	03:08	01.04.2010
1015,4	17,2	64	14,1	79	10,5	14,1	0,0	ENE	6,7	05:08	01.04.2010
1015,7	17,0	64	12,8	79	9,2	12,8	2,5	ESE	6,7	07:08	01.04.2010
1016,9	16,8	64	15,4	66	9,1	15,4	0,0	NE	6,7	09:08	01.04.2010
1018,3	16,8	64	19,2	63	12,0	19,2	3,2	NNW	6,7	11:08	01.04.2010
1019,0	16,9	64	23,3	50	12,3	23,3	1,0	W	6,7	13:08	01.04.2010
1019,1	17,5	64	25,4	38	10,0	25,4	5,0	NNW	6,7	15:08	01.04.2010
1017,8	18,0	64	24,1	36	8,1	24,1	2,1	NE	6,7	17:08	01.04.2010
1018,0	18,3	64	19,6	53	9,7	19,6	0,0	SE	6,7	19:08	01.04.2010
1018,6	18,3	64	17,5	57	8,9	17,5	0,0	NW	6,7	21:08	01.04.2010
1019,2	18,1	64	14,3	66	8,0	14,3	0,0	NNW	6,7	23:08	01.04.2010
1019,0	17,8	63	13,0	71	7,8	13,0	0,0	NNE	6,7	01:08	02.04.2010
1018,4	17,5	63	13,1	71	7,9	13,1	0,0	N	6,7	03:08	02.04.2010
1016,7	17,2	64	13,3	73	8,5	13,3	0,0	WNW	6,7	05:08	02.04.2010
1017,6	17,1	64	13,6	78	9,8	13,6	0,0	NNE	6,7	07:08	02.04.2010
1016,7	16,9	64	14,3	83	11,4	14,3	0,0	N	6,7	09:08	02.04.2010
1016,5	16,8	64	16,4	82	13,3	16,4	1,8	ESE	6,7	11:08	02.04.2010
1017,0	16,8	65	17,9	72	12,8	17,9	0,0	SE	6,7	13:08	02.04.2010
1016,4	17,1	65	22,1	50	11,2	21,2	8,2	NNW	6,7	15:08	02.04.2010
1015,9	17,6	65	20,8	59	12,5	20,8	0,0	NNE	6,7	17:08	02.04.2010
1015,7	17,8	65	21,4	52	11,1	21,4	0,0	ENE	6,7	19:08	02.04.2010
1016,3	17,9	64	16,9	59	8,8	16,9	0,0	NNE	6,7	21:08	02.04.2010
1018,0	19,3	63	12,5	70	7,1	12,5	0,0	N	6,7	00:27	03.04.2010
1019,1	18,6	63	12,1	76	8,0	12,1	0,0	NNW	6,7	03:27	03.04.2010
1018,6	18,0	64	12,3	72	7,4	12,3	0,0	NNE	6,7	06:27	03.04.2010
1020,9	17,4	64	12,4	75	8,1	12,4	0,0	ENE	6,7	09:27	03.04.2010
1021,8	17,4	65	20,9	54	11,2	20,9	0,0	ENE	6,7	12:27	03.04.2010
1021,7	18,4	61	21,4	51	10,8	21,4	3,9	S	6,7	15:27	03.04.2010
1021,2	19,5	60	23,1	47	11,2	23,1	2,1	SE	6,7	18:27	03.04.2010
1022,3	19,4	62	18,1	63	10,9	18,1	1,4	NNW	6,7	21:27	03.04.2010
1023,5	19,3	62	15,3	63	8,3	15,3	0,0	NNE	6,7	00:27	04.04.2010
1023,9	19,1	63	13,5	65	7,0	13,5	0,0	NNE	6,7	03:27	04.04.2010
1023,3	18,5	63	12,6	68	6,8	12,6	0,0	NNE	6,7	06:27	04.04.2010
1025,1	18,0	64	13,3	74	8,7	13,3	0,0	SSE	6,7	09:27	04.04.2010
1025,4	18,2	61	21,4	49	10,2	21,4	0,0	SW	6,7	12:27	04.04.2010
1025,2	19,2	56	24,8	39	9,9	24,8	3,2	NNE	6,7	15:27	04.04.2010
1024,7	19,9	53	24,4	34	7,5	24,4	3,9	ESE	6,7	18:27	04.04.2010
1024,5	19,6	55	17,1	49	6,3	17,1	0,0	N	6,7	21:27	04.04.2010
1025,1	19,1	57	15,5	42	2,6	15,5	0,0	NNW	6,7	00:27	05.04.2010
1025,1	18,7	58	12,9	49	2,4	12,9	0,0	WNW	6,7	03:27	05.04.2010
1024,3	18,2	59	11,6	52	2,0	11,6	0,0	N	6,7	06:27	05.04.2010
1024,7	17,7	55	14,6	59	6,6	14,6	0,0	E	6,7	09:27	05.04.2010
1023,9	17,6	54	21,8	40	7,6	21,8	0,0	SE	6,7	12:27	05.04.2010
1022,4	18,4	57	22,2	46	10,0	22,2	5,0	SSE	6,7	15:27	05.04.2010
1020,7	18,9	58	19,9	54	10,3	19,1	7,5	SSE	6,7	18:27	05.04.2010
1019,5	19,0	58	16,3	67	10,1	16,3	3,2	SE	6,7	21:27	05.04.2010
1019,0	18,7	59	13,9	70	8,5	13,9	0,0	NNE	6,7	00:27	06.04.2010
1017,6	18,4	60	14,6	66	8,3	14,6	0,0	NE	6,7	03:27	06.04.2010
1017,2	18,1	60	14,6	59	6,6	14,6	0,0	E	6,7	06:27	06.04.2010
1016,3	17,9	60	15,3	64	8,5	15,3	0,0	WNW	6,7	09:27	06.04.2010
1016,8	17,6	57	19,6	44	7,0	19,6	3,6	NW	6,7	12:27	06.04.2010
1015,1	18,2	53	22,1	36	6,3	22,1	6,1	S	6,7	15:27	06.04.2010
1014,2	19,0	49	23,2	32	5,6	23,2	4,6	S	6,7	18:27	06.04.2010
1015,6	19,2	52	16,9	49	6,1	16,9	3,9	NW	6,7	21:27	06.04.2010
1016,9	19,1	54	14,3	55	5,3	14,3	0,0	NNW	6,7	00:27	07.04.2010
1017,4	18,8	56	12,9	60	5,3	12,9	1,8	NNW	6,7	03:27	07.04.2010
1016,7	18,6	57	10,8	64	4,2	10,8	0,0	NNE	6,7	06:27	07.04.2010
1017,1	18,0	55	14,3	65	7,8	14,3	3,9	NNW	6,7	09:27	07.04.2010
1018,4	17,4	51	18,3	41	4,8	18,3	0,0	NNE	6,7	12:27	07.04.2010
1017,9	17,5	52	20,9	40	6,8	20,9	3,2	N	6,7	15:27	07.04.2010
1018,5	17,8	51	17,8	42	4,7	17,8	2,1	N	6,7	18:27	07.04.2010
1019,9	18,6	51	14,9	54	5,6	14,9	0,0	N	6,7	21:27	07.04.2010
1021,4	19,8	53	11,2	58	3,2	11,2	0,0	NNE	6,7	00:27	08.04.2010
1021,5	19,1	53	9,9	60	2,5	9,9	3,2	NW	6,7	03:27	08.04.2010
1021,6	18,3	54	9,4	65	3,1	9,4	0,0	NNW	6,7	06:27	08.04.2010
1023,0	17,8	54	13,9	63	6,9	13,9	0,0	ENE	6,7	09:27	08.04.2010
1024,2	17,6	51	20,2	42	6,9	20,2	3,2	NE	6,7	12:27	08.04.2010
1023,4	18,8	51	22,6	41	8,7	22,6	0,0	N	6,7	15:27	08.04.2010
1022,8	19,2	50	21,6	40	7,4	21,6	2,8	E	6,7	18:27	08.04.2010
1023,7	19,1	50	15,5	51	5,4	15,5	1,4	N	6,7	21:27	08.04.2010
1024,4	18,8	53	13,4	59	5,5	13,4	0,0	NNW	6,7	00:27	09.04.2010
1024,6	18,2	54	11,1	59	3,4	11,1	2,1	NNW	6,7	03:27	09.04.2010
1024,3	17,7	55	9,9	61	2,7	9,9	0,0	N	6,7	06:27	09.04.2010
1025,1	17,2	55	13,8	66	7,5	13,8	1,0	NNE	6,7	09:27	09.04.2010
1025,5	17,0	56	19,9	49	8,8	19,9	2,1	ENE	6,7	12:27	09.04.2010
1024,3	17,5	55	22,6	34	5,9	22,6	2,1	WSW	6,7	15:27	09.04.2010
1023,1	18,0	52	21,6	33	4,6	21,6	5,7	NNW	6,7	18:27	09.04.2010
1023,1	17,9	52	15,3	49	4,6	15,3	2,1	SSE	6,7	21:27	09.04.2010
1023,5	17,9	52	13,8	54	4,6	13,8	0,0	N	6,7	00:27	10.04.2010
1022,2	17,7	52	13,4	66	7,1	13,4	4,3	NE	6,7	03:27	10.04.2010
1021,3	17,2	54	12,9	69	7,3	12,9	3,6	NE	6,7	06:27	10.04.2010
1020,0	16,8	54	13,6	64	6,9	10,4	12,2	NE	6,7	09:27	10.04.2010
1019,6	16,6	54	19,1	46	7,2	19,1	2,8	SW	6,7	12:27	10.04.2010
1017,4	16,9	54	20,3	37	5,1	19,8	6,8	NNE	6,7	15:27	10.04.2010
1015,6	17,2	54	18,6	40	4,7	16,9	9,7	NW	6,7	18:27	10.04.2010
1015,1	17,1	53	14,8	44	2,6	14,8	1,4	NW	6,7	21:27	10.04.2010
1015,1	17,2	52	13,8	50	3,5	13,8	5,7	S	6,7	00:27	11.04.2010
1014,1	17,2	51	13,4	54	4,2	11,5	9,0	N	6,7	03:27	11.04.2010
1013,1	16,6	52	13,3	55	4,4	13,3	3,2	N	6,7	06:27	11.04.2010
1013,8	16,3	53	13,9	61	6,5	12,9	7,2	NW	6,7	09:27	11.04.2010
1013,7	16,2	54	18,9	44	6,4	18,2	7,2	NNE	6,7	12:27	11.04.2010
1013,8	16,5	52	20,9	34	4,4	19,6	9,3	NW	6,7	15:27	11.04.2010
1013,9	17,0	52	20,4	37	5,2	20,4	4,3	NNE	6,7	18:27	11.04.2010
1014,3	17,2	52	14,9	43	2,4	9,8	19,8	NW	6,7	21:27	11.04.2010
1015,9	17,3	51	13,3	52	3,6	13,3	0,0	WNW	6,7	00:27	12.04.2010
1015,5	17,2	51	12,2	56	3,6	12,2	2,1	N	6,7	03:27	12.04.2010
1015,6	16,6	52	11,9	66	5,7	11,9	0,0	NW	6,7	06:27	12.04.2010
1016,7	16,2	53	12,9	70	7,5	12,9	1,8	ENE	6,7	09:27	12.04.2010
1017,4	16,1	55	18,3	54	8,8	18,3	3,9	SSE	6,7	12:27	12.04.2010
1017,3	16,6	56	21,4	44	8,6	21,4	0,0	S	6,7	15:27	12.04.2010
1017,5	17,2	55	21,1	41	7,3	21,1	3,2	E	6,7	18:27	12.04.2010
1018,2	17,3	55	15,5	48	4,5	15,5	0,0	NNW	6,7	21:27	12.04.2010
1019,2	17,0	55	12,4	59	4,6	12,4	0,0	NNE	6,7	00:27	13.04.2010
1019,6	16,6	55	10,8	64	4,2	10,8	0,0	NNW	6,7	03:27	13.04.2010
1019,3	16,1	55	10,4	70	5,1	10,4	0,0	SW	6,7	06:27	13.04.2010
1020,2	15,7	55	12,9	66	6,7	12,9	1,0	SSW	6,7	09:27	13.04.2010
